Universitas,Prodi,Rank,text
politeknik pariwisata lombok,usaha perjalanan wisata,999.0,usaha perjalanan wisata
politeknik belitung,manajemen administrasi,999.0,manajemen administrasi
universitas dirgantara marsekal suryadarma,manajemen,999.0,manajemen
universitas pertiba,ilmu hukum,999.0,ilmu hukum
universitas primakara,sistem informasi akuntansi,999.0,sistem informasi akuntansi
universitas primakara,teknik informatika,999.0,teknik informatika
universitas primakara,sistem informasi,999.0,sistem informasi
politeknik belitung,manajemen informatika,999.0,manajemen informatika
politeknik insan husada surakarta,keperawatan anestesiologi,999.0,keperawatan anestesiologi
sekolah tinggi bahasa asing persada bunda,sastra inggris,999.0,sastra inggris
akademi komunikasi radya binatama,penyiaran,999.0,penyiaran
akademi pariwisata indonesia jakarta,perhotelan,999.0,perhotelan
akademi pariwisata indonesia jakarta,usaha perjalanan wisata,999.0,usaha perjalanan wisata
akademi pariwisata stipary,perhotelan,999.0,perhotelan
akademi seni rupa dan desain msd,desain komunikasi visual,999.0,desain komunikasi visual
akademi pariwisata nusantara jaya,perhotelan,999.0,perhotelan
universitas bina nusantara,desain interior,10.0,desain interior
universitas sebelas maret,komunikasi terapan,13.0,komunikasi terapan
politeknik mandiri bina prestasi,bahasa inggris,999.0,bahasa inggris
akademi minyak dan gas balongan,keselamatan kerja pencegahan kebakaran,999.0,keselamatan kerja pencegahan kebakaran
institut agama islam nahdlatul ulama bangil,pendidikan agama islam,999.0,pendidikan agama islam
institut agama islam nahdlatul ulama bangil,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
institut citra internasional,kebidanan,999.0,kebidanan
politeknik kesehatan putra indonesia malang,farmasi,999.0,farmasi
universitas lembah dempo,sistem informasi,999.0,sistem informasi
universitas hasanuddin,paramedik veteriner,11.0,paramedik veteriner
institut teknologi dan bisnis nobel indonesia,teknik industri,999.0,teknik industri
institut teknologi dan bisnis nobel indonesia,teknik pertambangan,999.0,teknik pertambangan
politeknik harapan bangsa surakarta,manajemen informasi kesehatan,999.0,manajemen informasi kesehatan
institut keguruan dan ilmu pendidikan widya darma,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas muhammadiyah sidoarjo,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas negeri malang,pendidikan tata niaga,22.0,pendidikan tata niaga
universitas kristen indonesia,pendidikan agama kristen,999.0,pendidikan agama kristen
sekolah tinggi agama islam negeri bengkalis,tadris bahasa inggris,999.0,tadris bahasa inggris
universitas abdul azis lamadjido,manajemen,999.0,manajemen
universitas pertiba,manajemen,999.0,manajemen
institut maritim prasetiya mandiri,manajemen,999.0,manajemen
institut teknologi dan bisnis stikom ambon,bisnis digital,999.0,bisnis digital
universitas malikussaleh,akuntansi,999.0,akuntansi
universitas islam negeri sjech m djamil djambek bukittinggi,akuntansi syariah,999.0,akuntansi syariah
sekolah tinggi ilmu ekonomi widya persada,akuntansi,999.0,akuntansi
sekolah tinggi ilmu ekonomi isti ekatana upaweda,manajemen,999.0,manajemen
universitas asa indonesia,manajemen,999.0,manajemen
politeknik saint paul sorong,akuntansi perpajakan,999.0,akuntansi perpajakan
sekolah tinggi ilmu ekonomi sultan agung,manajemen,999.0,manajemen
politeknik negeri nunukan,administrasi bisnis,999.0,administrasi bisnis
institut teknologi dan bisnis ahmad dahlan,akuntansi,999.0,akuntansi
sekolah tinggi ilmu ekonomi sultan agung,akuntansi,999.0,akuntansi
universitas muhammadiyah parepare,akuntansi,999.0,akuntansi
sekolah tinggi ilmu ekonomi pariwisata api,manajemen,999.0,manajemen
iain langsa,perbankan syariah,999.0,perbankan syariah
universitas sari mutiara indonesia,manajemen,999.0,manajemen
universitas muhammadiyah banjarmasin,perbankan syariah,999.0,perbankan syariah
universitas potensi utama,perbankan syariah,999.0,perbankan syariah
universitas 17 agustus 1945 surabaya,ilmu hukum,999.0,ilmu hukum
universitas bina mandiri gorontalo,ilmu lingkungan,999.0,ilmu lingkungan
universitas bina mandiri gorontalo,perpustakaan dan sains informasi,999.0,perpustakaan dan sains informasi
sekolah tinggi agama islam darul ulum banyuanyar pamekasan jawa timur,manajemen pendidikan islam,999.0,manajemen pendidikan islam
universitas negeri surabaya,sosiologi,999.0,sosiologi
sekolah tinggi agama islam azzain sampang,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas papua,teknik perminyakan,999.0,teknik perminyakan
universitas 17 agustus 1945 surabaya,psikologi,999.0,psikologi
universitas merdeka madiun,ilmu administrasi negara,999.0,ilmu administrasi negara
universitas muhammadiyah karanganyar,produksi ternak,999.0,produksi ternak
sekolah tinggi teologi kadesi yogyakarta,teologi,999.0,teologi
institut ummul quro alislami bogor jawa barat,manajemen dakwah,999.0,manajemen dakwah
stai persis garut,manajemen keuangan syariah,999.0,manajemen keuangan syariah
institut agama islam asadiyah sengkang,hukum keluarga,999.0,hukum keluarga
institut agama islam negeri bone,hukum ekonomi syariah,999.0,hukum ekonomi syariah
politeknik negeri media kreatif,penerbitan,999.0,penerbitan
institut ilmu sosial dan manajemen stiami,ilmu akuntansi bisnis,999.0,ilmu akuntansi bisnis
politeknik negeri media kreatif,teknologi rekayasa multimedia,999.0,teknologi rekayasa multimedia
universitas primagraha,informatika,999.0,informatika
sekolah tinggi teknologi wastukancana,teknik industri,999.0,teknik industri
universitas trinita,sistem komputer,999.0,sistem komputer
sekolah tinggi teknologi sinar husni,teknik informatika,999.0,teknik informatika
stai syekh h abdul halim hasan alislahiyah binjai,perbankan syariah,999.0,perbankan syariah
institut agama islam negeri lhokseumawe,komunikasi dan penyiaran islam,999.0,komunikasi dan penyiaran islam
stis syarif abdurrahman pontianak,hukum keluarga,999.0,hukum keluarga
stit ahlussunnah bukittinggi,pendidikan agama islam,999.0,pendidikan agama islam
iain palopo,ilmu alquran dan tafsir,999.0,ilmu alquran dan tafsir
universitas islam negeri sulthan thaha saifuddin jambi,bahasa dan sastra arab,999.0,bahasa dan sastra arab
institut agama islam banten,ilmu al quran dan tafsir,999.0,ilmu al quran dan tafsir
stai algazali bone,hukum tatanegara islam,999.0,hukum tatanegara islam
universitas perintis indonesia,ilmu komunikasi,999.0,ilmu komunikasi
universitas pendidikan indonesia,mekatronika dan kecerdasan buatan kampus purwakarta,17.0,mekatronika dan kecerdasan buatan kampus purwakarta
universitas muhammadiyah riau,ilmu hukum,999.0,ilmu hukum
universitas sutomo,administrasi negara,999.0,administrasi negara
universitas perjuangan tasikmalaya,peternakan,999.0,peternakan
universitas airlangga,akuakultur sikia banyuwangi,4.0,akuakultur sikia banyuwangi
sekolah tinggi teknik malang,arsitektur,999.0,arsitektur
universitas musamus merauke,arsitektur,999.0,arsitektur
universitas paramadina,desain produk,999.0,desain produk
universitas 17 agustus 1945 banyuwangi,administrasi publik,999.0,administrasi publik
universitas teknologi sumbawa,seni musik,999.0,seni musik
universitas pamulang,sastra indonesia,999.0,sastra indonesia
universitas hasanuddin,teknologi hasil perikanan,11.0,teknologi hasil perikanan
politeknik pertanian negeri samarinda,pengelolaan perkebunan,999.0,pengelolaan perkebunan
institut administrasi dan kesehatan setih setio muara bungo,ilmu administrasi negara,999.0,ilmu administrasi negara
akademi ilmu pelayaran nusa tenggara,manajemen pelabuhan,999.0,manajemen pelabuhan
politeknik kelautan dan perikanan sidoarjo,teknik penanganan patologi perikanan,999.0,teknik penanganan patologi perikanan
akademi penerbang indonesia banyuwangi,operasi pesawat udara,999.0,operasi pesawat udara
universitas negeri padang,pendidikan pancasila dan kewarganegaraan,21.0,pendidikan pancasila dan kewarganegaraan
politeknik kesehatan kementerian kesehatan mataram,kebidanan,999.0,kebidanan
sekolah tinggi ilmu tarbiyah alittihadiyah labuhan batu utara,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas almuslim,pendidikan guru pendidikan anak usia dini,999.0,pendidikan guru pendidikan anak usia dini
sekolah tinggi ilmu kesehatan as syifa,kebidanan,999.0,kebidanan
universitas bhakti kencana,keperawatan,999.0,keperawatan
universitas bandung,sistem informasi,999.0,sistem informasi
universitas bandung,informatika,999.0,informatika
universitas almuslim,informatika medis,999.0,informatika medis
institut az zuhra,manajemen informatika,999.0,manajemen informatika
politeknik pertanian yasanto,perikanan tangkap,999.0,perikanan tangkap
sekolah tinggi filsafat teologi fajar timur,ilmu teologi,999.0,ilmu teologi
institut rahmaniyah sekayu,akuntansi,999.0,akuntansi
institut rahmaniyah sekayu,ilmu hukum,999.0,ilmu hukum
universitas andalas,sejarah,24.0,sejarah
universitas andalas,administrasi publik,24.0,administrasi publik
universitas tompotika luwuk banggai,agroteknologi,999.0,agroteknologi
institut agama islam bakti negara tegal,bimbingan dan konseling pendidikan islam,999.0,bimbingan dan konseling pendidikan islam
universitas lia,bahasa jepang,999.0,bahasa jepang
universitas lia,bahasa inggris,999.0,bahasa inggris
akademi analis kesehatan putra jaya batam,analis kesehatan,999.0,analis kesehatan
akademi keperawatan kebonjati,keperawatan,999.0,keperawatan
institut kesehatan deli husada deli tua,farmasi,999.0,farmasi
institut kesehatan medistra lubuk pakam,fisioterapi,999.0,fisioterapi
sekolah tinggi ilmu kesehatan medika nurul islam,kebidanan,999.0,kebidanan
universitas alma ata,administrasi rumah sakit,999.0,administrasi rumah sakit
akademi analis kesehatan 17 agustus 1945 semarang,analis kesehatan,999.0,analis kesehatan
akademi kebidanan yaleka maro merauke,kebidanan,999.0,kebidanan
akademik kebidanan armina centre panyabungan,kebidanan,999.0,kebidanan
institut kesehatan dan bisnis annisa,keperawatan,999.0,keperawatan
sekolah tinggi ilmu kesehatan ganesha husada kediri,keperawatan,999.0,keperawatan
sekolah tinggi ilmu kesehatan pekanbaru medical center,kebidanan,999.0,kebidanan
universitas bakti indonesia,keperawatan,999.0,keperawatan
universitas dayanu ikhsanuddin,kesehatan masyarakat,999.0,kesehatan masyarakat
universitas haji sumatera utara,kebidanan,999.0,kebidanan
universitas jambi,keperawatan,999.0,keperawatan
universitas nurul hasanah kutacane,kebidanan,999.0,kebidanan
universitas nurul hasanah kutacane,ilmu keperawatan,999.0,ilmu keperawatan
universitas sebelas maret,keselamatan dan kesehatan kerja,13.0,keselamatan dan kesehatan kerja
universitas sulbar manarang,farmasi,999.0,farmasi
universitas muslim nusantara alwashliyah,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas islam makassar,pendidikan bahasa dan sastra indonesia,999.0,pendidikan bahasa dan sastra indonesia
universitas muhammadiyah sidoarjo,pendidikan ilmu pengetahuan alam,999.0,pendidikan ilmu pengetahuan alam
institut pendidikan indonesia garut,pendidikan ilmu pengetahuan sosial,999.0,pendidikan ilmu pengetahuan sosial
akademi kebidanan menara primadani,kebidanan,999.0,kebidanan
sekolah tinggi ilmu kesehatan bhakti pertiwi luwu raya,gizi,999.0,gizi
sekolah tinggi ilmu kesehatan muhammadiyah kuningan,farmasi,999.0,farmasi
universitas airlangga,kedokteran,4.0,kedokteran
universitas indonesia,kesehatan masyarakat,1.0,kesehatan masyarakat
universitas pahlawan tuanku tambusai,keperawatan,999.0,keperawatan
universitas safin pati,pendidikan jasmani,999.0,pendidikan jasmani
universitas negeri semarang,pendidikan tata kecantikan,999.0,pendidikan tata kecantikan
universitas islam negeri walisongo semarang,pendidikan bahasa arab,999.0,pendidikan bahasa arab
universitas islam ogan komering ilir kayuagung,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas sultan ageng tirtayasa,pendidikan pancasila dan kewarganegaraan,999.0,pendidikan pancasila dan kewarganegaraan
universitas negeri manado,pendidikan kepelatihan olahraga,999.0,pendidikan kepelatihan olahraga
universitas muhammadiyah luwuk,pendidikan jasmani kesehatan dan rekreasi,999.0,pendidikan jasmani kesehatan dan rekreasi
universitas lampung,pendidikan bahasa perancis,999.0,pendidikan bahasa perancis
sekolah tinggi ilmu tarbiyah assaidiyyah cipanas cianjur,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
sekolah tinggi agama islam auliaurrasyidin,pendidikan agama islam,999.0,pendidikan agama islam
sekolah tinggi agama islam shalahuddin alayyubi jakarta,pendidikan agama islam,999.0,pendidikan agama islam
sekolah tinggi keguruan dan ilmu pendidikan muhammadiyah sungai penuh,pendidikan matematika,999.0,pendidikan matematika
sekolah tinggi keguruan dan ilmu pendidikan abdi wacana wamena,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas maarif nahdlatul ulama kebumen,pendidikan bahasa inggris,999.0,pendidikan bahasa inggris
universitas al washliyah,pendidikan bahasa dan sastra indonesia,999.0,pendidikan bahasa dan sastra indonesia
universitas riau,bimbingan konseling,999.0,bimbingan konseling
universitas negeri semarang,pendidikan teknik elektro,999.0,pendidikan teknik elektro
sekolah tinggi agama islam nahdlatul ulama pacitan,manajemen pendidikan islam,999.0,manajemen pendidikan islam
sekolah tinggi agama islam tebing tinggi deli,pendidikan agama islam,999.0,pendidikan agama islam
sekolah tinggi teologi russel timika,pendidikan agama kristen,999.0,pendidikan agama kristen
universitas muhammadiyah purwokerto,pendidikan sejarah,999.0,pendidikan sejarah
sekolah tinggi agama islam syekh abdur rauf singkil,pendidikan agama islam,999.0,pendidikan agama islam
universitas pendidikan ganesha,pendidikan sejarah,999.0,pendidikan sejarah
universitas nurul jadid,pendidikan bahasa arab,999.0,pendidikan bahasa arab
universitas maarif nahdlatul ulama kebumen,pendidikan olah raga,999.0,pendidikan olah raga
universitas pattimura,pendidikan guru sekolah dasar,999.0,pendidikan guru sekolah dasar
universitas cordova,pendidikan biologi,999.0,pendidikan biologi
sekolah tinggi teologi simpson ungaran,pendidikan agama kristen,999.0,pendidikan agama kristen
universitas islam tribakti lirboyo kediri,pendidikan islam anak usia dini,999.0,pendidikan islam anak usia dini
universitas sultan ageng tirtayasa,pendidikan fisika,999.0,pendidikan fisika
universitas 17 agustus 1945 cirebon,pendidikan jasmani,999.0,pendidikan jasmani
universitas kader bangsa,ilmu hukum,999.0,ilmu hukum
institut seni indonesia yogyakarta,konservasi seni,999.0,konservasi seni
universitas serasan,agribisnis,999.0,agribisnis
universitas diponegoro,administrasi publik,8.0,administrasi publik
iain pontianak,ilmu alquran dan tafsir,999.0,ilmu alquran dan tafsir
universitas mahasaraswati denpasar,agroteknologi,999.0,agroteknologi
politeknik nest,perhotelan,999.0,perhotelan
universitas 17 agustus 1945 cirebon,pemanfaatan sumber daya perikanan,999.0,pemanfaatan sumber daya perikanan
universitas islam ogan komering ilir kayuagung,hukum,999.0,hukum
universitas islam negeri maulana malik ibrahim,psikologi,999.0,psikologi
universitas ibrahimy,hukum keluarga islam,999.0,hukum keluarga islam
universitas muria kudus,psikologi,999.0,psikologi
universitas diponegoro,ilmu pemerintahan,8.0,ilmu pemerintahan
politeknik negeri subang,agroindustri,999.0,agroindustri
politeknik cristo re,pemeliharaan mesin otomotif,999.0,pemeliharaan mesin otomotif
universitas bosowa,sastra inggris,999.0,sastra inggris
universitas kristen satya wacana,teknologi pangan,999.0,teknologi pangan
stai syekh h abdul halim hasan alislahiyah binjai,hukum ekonomi syariah,999.0,hukum ekonomi syariah
sekolah tinggi ekonomi dan bisnis islam alanwar bangkalan,ekonomi syariah,999.0,ekonomi syariah
sekolah tinggi agama islam kupang,pendidikan guru madrasah ibtidaiyah,999.0,pendidikan guru madrasah ibtidaiyah
universitas wahidiyah,pendidikan guru pendidikan anak usia dini,999.0,pendidikan guru pendidikan anak usia dini
sekolah tinggi teologi kristus alfa omega,teologi,999.0,teologi
stai almasudiyah,hukum ekonomi syariah,999.0,hukum ekonomi syariah
